miRNA,lncRNA
hsa-miR-520f,TM9SF3
hsa-miR-520f,TMEM131
hsa-miR-520f,TMEM167A
hsa-miR-520f,TMEM218
hsa-miR-520f,TMEM234
hsa-miR-520f,TMEM69
hsa-miR-520f,TNRC6A
hsa-miR-520f,TNRC6B
hsa-miR-520f,TP73.AS1
hsa-miR-520f,TRA2A
hsa-miR-520f,TSIX
hsa-miR-520f,TUG1
hsa-miR-520f,TXNIP
hsa-miR-520f,U2SURP
hsa-miR-520f,U3
hsa-miR-520f,UBAP2L
hsa-miR-520f,UBE2D2
hsa-miR-520f,UBE2E1
hsa-miR-520f,UBP1
hsa-miR-520f,ULK1
hsa-miR-520f,USP16
hsa-miR-520f,USP7
hsa-miR-520f,UTY
hsa-miR-520f,VPS72
hsa-miR-520f,WAC
hsa-miR-520f,WAC.AS1
hsa-miR-520f,XIST
hsa-miR-520f,XPO1
hsa-miR-520f,YARS
hsa-miR-520f,YTHDF3.AS1
hsa-miR-520f,YWHAQP6
hsa-miR-520f,ZBTB8OS
hsa-miR-520f,ZDHHC17
hsa-miR-520f,ZDHHC20
hsa-miR-520f,ZEB2
hsa-miR-520f,ZNF101
hsa-miR-520f,ZNF330
hsa-miR-520f,ZNF410
hsa-miR-520f,ZNF638
hsa-miR-520f,ZNF692
hsa-miR-520h,CASC7
hsa-miR-520h,CTB.89H12.4
hsa-miR-520h,FAM211A.AS1
hsa-miR-520h,LINC00662
hsa-miR-520h,LRRC75A.AS1
hsa-miR-520h,MALAT1
hsa-miR-520h,MYL6P2
hsa-miR-520h,RNU12
hsa-miR-520h,RP11.262D11.2
hsa-miR-520h,RP11.365O16.1
hsa-miR-520h,RP11.415J8.5
hsa-miR-520h,RP11.475C16.1
hsa-miR-520h,RP4.575N6.2
hsa-miR-520h,YWHAQP6
hsa-miR-520h,ZFAS1
hsa-miR-521,AC084082.3
hsa-miR-521,CTD.2587H24.14
hsa-miR-521,FGD5.AS1
hsa-miR-521,RMRP
hsa-miR-521,RPPH1
hsa-miR-521,SENP3.EIF4A1
hsa-miR-521,SNORA67
hsa-miR-522-3p,AC007318.5
hsa-miR-522-3p,AC016739.2
hsa-miR-522-3p,AK4P4
hsa-miR-522-3p,AL133243.2
hsa-miR-522-3p,CTB.89H12.4
hsa-miR-522-3p,CTD.2292M16.8
hsa-miR-522-3p,FTH1P15
hsa-miR-522-3p,FTH1P2
hsa-miR-522-3p,FTH1P20
hsa-miR-522-3p,FTH1P8
hsa-miR-522-3p,GABPB1.AS1
hsa-miR-522-3p,GAS5
hsa-miR-522-3p,INTS6P1
hsa-miR-522-3p,LINC00657
hsa-miR-522-3p,MIR7.3HG
hsa-miR-522-3p,NEAT1
hsa-miR-522-3p,NIFKP6
hsa-miR-522-3p,PABPC1P4
hsa-miR-522-3p,PSMA2P3
hsa-miR-522-3p,PTENP1
hsa-miR-522-3p,RALGAPA1P
hsa-miR-522-3p,RP11.1033A18.1
hsa-miR-522-3p,RP11.174G6.5
hsa-miR-522-3p,RP11.30K9.6
hsa-miR-522-3p,RP11.388M20.9
hsa-miR-522-3p,RP11.661A12.4
hsa-miR-522-3p,RP11.723D22.2
hsa-miR-522-3p,RP11.809N8.5
hsa-miR-522-3p,RP11.90H3.1
hsa-miR-522-3p,RP4.625H18.2
hsa-miR-522-3p,RPA3.AS1
hsa-miR-522-3p,RSF1.IT2
hsa-miR-522-3p,SNHG14
hsa-miR-522-3p,TPM3P9
hsa-miR-522-3p,TPT1P9
hsa-miR-522-5p,AC009948.7
hsa-miR-522-5p,CTC.428G20.3
hsa-miR-522-5p,CTC.529I10.1
hsa-miR-522-5p,CTD.2298J14.2
hsa-miR-522-5p,FAM13A.AS1
hsa-miR-522-5p,FAM211A.AS1
hsa-miR-522-5p,GABPB1.AS1
hsa-miR-522-5p,H19
hsa-miR-522-5p,KCNQ1OT1
hsa-miR-522-5p,LINC00657
hsa-miR-522-5p,LRRC75A.AS1
hsa-miR-522-5p,NEAT1
hsa-miR-522-5p,RALGAPA1P
hsa-miR-522-5p,RGS17P1
hsa-miR-522-5p,RP11.159D12.2
hsa-miR-522-5p,RP11.255H23.2
hsa-miR-522-5p,RP11.3K16.2
hsa-miR-522-5p,RP11.492E3.51
hsa-miR-522-5p,RP11.723D22.2
hsa-miR-522-5p,RP11.750B16.1
hsa-miR-522-5p,RP11.7D5.2
hsa-miR-522-5p,RP4.561L24.3
hsa-miR-522-5p,RPL10P3
hsa-miR-522-5p,SNORD3A
hsa-miR-522-5p,TTC3P1
hsa-miR-522-5p,YES1P1
hsa-miR-522-5p,ZNF876P
hsa-miR-523-3p,RNASEK.C17orf49
hsa-miR-523-3p,SBF2.AS1
hsa-miR-525-3p,AL133243.2
hsa-miR-525-3p,AP000347.2
hsa-miR-525-3p,BZW1P2
hsa-miR-525-3p,C1orf132
hsa-miR-525-3p,CTC.205M6.5
hsa-miR-525-3p,CTD.2542C24.2
hsa-miR-525-3p,CTD.2666L21.3
hsa-miR-525-3p,GUSBP11
hsa-miR-525-3p,MEG3
hsa-miR-525-3p,MROH7.TTC4
hsa-miR-525-3p,NEAT1
hsa-miR-525-3p,RP11.367G18.2
hsa-miR-525-3p,RP11.51O6.1
hsa-miR-525-3p,RP11.750B16.1
hsa-miR-525-3p,RP1.309I22.2
hsa-miR-525-3p,RP5.1112D6.4
hsa-miR-525-3p,RP5.864K19.4
hsa-miR-525-3p,SNORA67
hsa-miR-525-3p,XXbac.B461K10.4
hsa-miR-525-3p,ZNF876P
hsa-miR-526a,HSPA9P1
hsa-miR-526a,MALAT1
hsa-miR-526a,NEAT1
hsa-miR-526a,RP4.561L24.3
hsa-miR-526b-3p,CG17475
hsa-miR-526b-3p,CG4053
hsa-miR-526b-3p,AASDHPPT
hsa-miR-526b-3p,AC006129.2
hsa-miR-526b-3p,AC007036.5
hsa-miR-526b-3p,AC007390.5
hsa-miR-526b-3p,AC009237.8
hsa-miR-526b-3p,AC012314.8
hsa-miR-526b-3p,AC021593.1
hsa-miR-526b-3p,AC024082.3
hsa-miR-526b-3p,AC025165.8
hsa-miR-526b-3p,AC034102.1
hsa-miR-526b-3p,AC091729.9
hsa-miR-526b-3p,AC096772.6
hsa-miR-526b-3p,AC131025.8
hsa-miR-526b-3p,ACTL6A
hsa-miR-526b-3p,ACTR10
hsa-miR-526b-3p,AD000090.2
hsa-miR-526b-3p,ADAM10
hsa-miR-526b-3p,ADD1
hsa-miR-526b-3p,AGTR1
hsa-miR-526b-3p,AKAP13
hsa-miR-526b-3p,AL022341.3
hsa-miR-526b-3p,AL133243.2
hsa-miR-526b-3p,AL139385.1
hsa-miR-526b-3p,AL513327.1
hsa-miR-526b-3p,ALG13
hsa-miR-526b-3p,ANAPC11
hsa-miR-526b-3p,ANKHD1.EIF4EBP3
hsa-miR-526b-3p,ANKRD13C
hsa-miR-526b-3p,ANKRD32
hsa-miR-526b-3p,AP001053.11
hsa-miR-526b-3p,AP003419.16
hsa-miR-526b-3p,APOPT1
hsa-miR-526b-3p,ARHGAP12
hsa-miR-526b-3p,ARID2
hsa-miR-526b-3p,ARL14EP
hsa-miR-526b-3p,ASAP2
hsa-miR-526b-3p,ASPH
hsa-miR-526b-3p,ATAD2
hsa-miR-526b-3p,ATG4B
hsa-miR-526b-3p,ATG5
hsa-miR-526b-3p,ATXN2
hsa-miR-526b-3p,AUP1
hsa-miR-526b-3p,AUTS2
hsa-miR-526b-3p,AVL9
hsa-miR-526b-3p,B4GALT3
hsa-miR-526b-3p,BAMBI
hsa-miR-526b-3p,BAZ1A
hsa-miR-526b-3p,BCORL1
hsa-miR-526b-3p,BNIP2
hsa-miR-526b-3p,BPNT1
hsa-miR-526b-3p,BROX
hsa-miR-526b-3p,C11orf30
hsa-miR-526b-3p,C12orf73
hsa-miR-526b-3p,C12orf75
hsa-miR-526b-3p,C15orf41
hsa-miR-526b-3p,C1GALT1
hsa-miR-526b-3p,C1orf35
hsa-miR-526b-3p,C1QBP
hsa-miR-526b-3p,C22orf43
hsa-miR-526b-3p,C8orf76
hsa-miR-526b-3p,CAPN15
hsa-miR-526b-3p,CAPN2
hsa-miR-526b-3p,CAPN7
hsa-miR-526b-3p,CARS2
hsa-miR-526b-3p,CASC3
hsa-miR-526b-3p,CASC7
hsa-miR-526b-3p,CASD1
hsa-miR-526b-3p,CBFB
hsa-miR-526b-3p,CCDC14
hsa-miR-526b-3p,CCDC91
hsa-miR-526b-3p,CCNC
hsa-miR-526b-3p,CCNL1
hsa-miR-526b-3p,CD164
hsa-miR-526b-3p,CD274
hsa-miR-526b-3p,CD46
hsa-miR-526b-3p,CDKN1A
hsa-miR-526b-3p,CENPO
hsa-miR-526b-3p,CERS6.AS1
hsa-miR-526b-3p,CFH
hsa-miR-526b-3p,CISD1
hsa-miR-526b-3p,CNOT7
hsa-miR-526b-3p,COMMD3
hsa-miR-526b-3p,COMMD6
hsa-miR-526b-3p,COX10.AS1
hsa-miR-526b-3p,CREBZF
hsa-miR-526b-3p,CRHR1.IT1
hsa-miR-526b-3p,CRIPT
hsa-miR-526b-3p,CROCCP2
hsa-miR-526b-3p,CSDE1
hsa-miR-526b-3p,CT49
hsa-miR-526b-3p,CTA.217C2.1
hsa-miR-526b-3p,CTB.1I21.2
hsa-miR-526b-3p,CTB.89H12.4
hsa-miR-526b-3p,CTC.228N24.3
hsa-miR-526b-3p,CTC.281B15.1
hsa-miR-526b-3p,CTC.444N24.11
hsa-miR-526b-3p,CTC.480C2.1
hsa-miR-526b-3p,CTD.2017D11.1
hsa-miR-526b-3p,CTD.2298J14.1
hsa-miR-526b-3p,CTD.2328D6.1
hsa-miR-526b-3p,CTD.2377D24.6
hsa-miR-526b-3p,CTD.2574D22.4
hsa-miR-526b-3p,CTDSPL2
hsa-miR-526b-3p,CTSA
hsa-miR-526b-3p,CYTH1
hsa-miR-526b-3p,DARS
hsa-miR-526b-3p,DCAF10
hsa-miR-526b-3p,DCBLD2
hsa-miR-526b-3p,DDX20
hsa-miR-526b-3p,DDX49
hsa-miR-526b-3p,DDX54
hsa-miR-526b-3p,DERL2
hsa-miR-526b-3p,DIS3L
hsa-miR-526b-3p,DLST
hsa-miR-526b-3p,DMTF1
hsa-miR-526b-3p,DMXL1
hsa-miR-526b-3p,DNAJB11
hsa-miR-526b-3p,DNAJC10
hsa-miR-526b-3p,DNAJC13
hsa-miR-526b-3p,DNAJC9
hsa-miR-526b-3p,DTWD1
hsa-miR-526b-3p,EAF1.AS1
hsa-miR-526b-3p,ECHDC2
hsa-miR-526b-3p,EEF1A1P11
hsa-miR-526b-3p,EEF1A1P19
hsa-miR-526b-3p,EEF1A1P9
hsa-miR-526b-3p,EHBP1
hsa-miR-526b-3p,EIF2S1
hsa-miR-526b-3p,EIF4E2
hsa-miR-526b-3p,EIF4G2
hsa-miR-526b-3p,EIF5
hsa-miR-526b-3p,ELK3
hsa-miR-526b-3p,ELMOD2
hsa-miR-526b-3p,EMC7
hsa-miR-526b-3p,EPB41L4A.AS1
hsa-miR-526b-3p,EPC1
hsa-miR-526b-3p,FAM107B
hsa-miR-526b-3p,FAM118A
hsa-miR-526b-3p,FAM120AOS
hsa-miR-526b-3p,FAM189B
hsa-miR-526b-3p,FAM78A
hsa-miR-526b-3p,FAM91A1
hsa-miR-526b-3p,FARP1
hsa-miR-526b-3p,FBXO11
hsa-miR-526b-3p,FBXO18
hsa-miR-526b-3p,FBXW7
hsa-miR-526b-3p,FGD5.AS1
hsa-miR-526b-3p,Ftx
hsa-miR-526b-3p,G2E3
hsa-miR-526b-3p,GAB1
hsa-miR-526b-3p,GABPB1.AS1
hsa-miR-526b-3p,GAS5.AS1
hsa-miR-526b-3p,GATS
hsa-miR-526b-3p,GCLC
hsa-miR-526b-3p,GCNT2
hsa-miR-526b-3p,GMDS
hsa-miR-526b-3p,GNB2L1
hsa-miR-526b-3p,GNG5
hsa-miR-526b-3p,GRAMD3
hsa-miR-526b-3p,GRHPR
hsa-miR-526b-3p,h19
hsa-miR-526b-3p,HCG18
hsa-miR-526b-3p,HKR1
hsa-miR-526b-3p,HMG20A
hsa-miR-526b-3p,HMGA1
hsa-miR-526b-3p,HNRNPH1
hsa-miR-526b-3p,HPS3
hsa-miR-526b-3p,HSD17B7
hsa-miR-526b-3p,IL12A
hsa-miR-526b-3p,ILF3.AS1
hsa-miR-526b-3p,INO80B.WBP1
hsa-miR-526b-3p,IPW
hsa-miR-526b-3p,IQGAP1
hsa-miR-526b-3p,IRF9
hsa-miR-526b-3p,ISCU
hsa-miR-526b-3p,ISG20L2
hsa-miR-526b-3p,JKAMP
hsa-miR-526b-3p,JMY
hsa-miR-526b-3p,KB.1732A1.1
hsa-miR-526b-3p,KB.431C1.4
hsa-miR-526b-3p,KBTBD2
hsa-miR-526b-3p,KCNQ1OT1
hsa-miR-526b-3p,KDM4A
hsa-miR-526b-3p,KDM4A.AS1
hsa-miR-526b-3p,KIF1B
hsa-miR-526b-3p,KLHL7
hsa-miR-526b-3p,LDLR
hsa-miR-526b-3p,LDLRAP1
hsa-miR-526b-3p,LEPROT
hsa-miR-526b-3p,LINC00657
hsa-miR-526b-3p,LINC00887
hsa-miR-526b-3p,LINC00958
hsa-miR-526b-3p,LINC00984
hsa-miR-526b-3p,LMO3
hsa-miR-526b-3p,LOC100131564
hsa-miR-526b-3p,LOC100132891
hsa-miR-526b-3p,LOC101927045
hsa-miR-526b-3p,LOC388692
hsa-miR-526b-3p,LONP2
hsa-miR-526b-3p,LTBP3
hsa-miR-526b-3p,LYST
hsa-miR-526b-3p,MAD2L1BP
hsa-miR-526b-3p,MAGI2.AS3
hsa-miR-526b-3p,MAK16
hsa-miR-526b-3p,MALAT1
hsa-miR-526b-3p,MAP3K1
hsa-miR-526b-3p,MBD4
hsa-miR-526b-3p,MCF2L
hsa-miR-526b-3p,MCM7
hsa-miR-526b-3p,MDH2
hsa-miR-526b-3p,MDM2
hsa-miR-526b-3p,MED13
hsa-miR-526b-3p,MED17
hsa-miR-526b-3p,MEF2A
hsa-miR-526b-3p,MEIS2
hsa-miR-526b-3p,MFN2
hsa-miR-526b-3p,MGAT5
hsa-miR-526b-3p,MGST1
hsa-miR-526b-3p,MIOS
hsa-miR-526b-3p,MIR181A2HG
hsa-miR-526b-3p,MIR22HG
hsa-miR-526b-3p,MIR4720
hsa-miR-526b-3p,MIRLET7DHG
hsa-miR-526b-3p,MKLN1
hsa-miR-526b-3p,MOB1A
hsa-miR-526b-3p,MPRIP
hsa-miR-526b-3p,MRPS30
hsa-miR-526b-3p,MRPS33
hsa-miR-526b-3p,MTERFD2
hsa-miR-526b-3p,MTRNR2L2
hsa-miR-526b-3p,MVK
hsa-miR-526b-3p,NAGK
hsa-miR-526b-3p,NAP1L1P3
hsa-miR-526b-3p,NAP1L4
hsa-miR-526b-3p,NAPEPLD
hsa-miR-526b-3p,NCKAP5L
hsa-miR-526b-3p,NCOA7
hsa-miR-526b-3p,NDEL1
hsa-miR-526b-3p,NDUFA4
hsa-miR-526b-3p,NDUFAF6
hsa-miR-526b-3p,NDUFB2
hsa-miR-526b-3p,NDUFB5
hsa-miR-526b-3p,NEAT1
hsa-miR-526b-3p,NECAP1
hsa-miR-526b-3p,NEDD4L
hsa-miR-526b-3p,NENF
hsa-miR-526b-3p,NFX1
hsa-miR-526b-3p,NKAPP1
hsa-miR-526b-3p,NONHSAG000483
hsa-miR-526b-3p,NONHSAG000539
hsa-miR-526b-3p,NONHSAG001041
hsa-miR-526b-3p,NONHSAG001079
hsa-miR-526b-3p,NONHSAG001180
hsa-miR-526b-3p,NONHSAG001663
hsa-miR-526b-3p,NONHSAG001928
hsa-miR-526b-3p,NONHSAG003287
hsa-miR-526b-3p,NONHSAG003372
hsa-miR-526b-3p,NONHSAG003414
hsa-miR-526b-3p,NONHSAG003507
hsa-miR-526b-3p,NONHSAG003590
hsa-miR-526b-3p,NONHSAG004455
hsa-miR-526b-3p,NONHSAG004516
hsa-miR-526b-3p,NONHSAG004751
hsa-miR-526b-3p,NONHSAG005343
hsa-miR-526b-3p,NONHSAG005685
hsa-miR-526b-3p,NONHSAG006520
hsa-miR-526b-3p,NONHSAG006652
hsa-miR-526b-3p,NONHSAG006912
hsa-miR-526b-3p,NONHSAG007992
hsa-miR-526b-3p,NONHSAG008010
hsa-miR-526b-3p,NONHSAG008515
hsa-miR-526b-3p,NONHSAG008567
hsa-miR-526b-3p,NONHSAG008671
hsa-miR-526b-3p,NONHSAG009416
hsa-miR-526b-3p,NONHSAG009600
hsa-miR-526b-3p,NONHSAG009769
hsa-miR-526b-3p,NONHSAG009780
hsa-miR-526b-3p,NONHSAG009907
hsa-miR-526b-3p,NONHSAG010162
hsa-miR-526b-3p,NONHSAG010565
hsa-miR-526b-3p,NONHSAG010677
hsa-miR-526b-3p,NONHSAG010760
hsa-miR-526b-3p,NONHSAG010982
hsa-miR-526b-3p,NONHSAG011239
hsa-miR-526b-3p,NONHSAG011645
hsa-miR-526b-3p,NONHSAG012021
hsa-miR-526b-3p,NONHSAG012223
hsa-miR-526b-3p,NONHSAG012658
hsa-miR-526b-3p,NONHSAG013145
hsa-miR-526b-3p,NONHSAG013249
hsa-miR-526b-3p,NONHSAG013844
hsa-miR-526b-3p,NONHSAG014373
hsa-miR-526b-3p,NONHSAG014490
hsa-miR-526b-3p,NONHSAG014894
hsa-miR-526b-3p,NONHSAG015152
hsa-miR-526b-3p,NONHSAG015229
hsa-miR-526b-3p,NONHSAG015470
hsa-miR-526b-3p,NONHSAG015511
hsa-miR-526b-3p,NONHSAG015513
hsa-miR-526b-3p,NONHSAG015595
hsa-miR-526b-3p,NONHSAG015896
hsa-miR-526b-3p,NONHSAG015898
hsa-miR-526b-3p,NONHSAG017075
hsa-miR-526b-3p,NONHSAG017869
hsa-miR-526b-3p,NONHSAG018767
hsa-miR-526b-3p,NONHSAG018857
hsa-miR-526b-3p,NONHSAG019270
hsa-miR-526b-3p,NONHSAG019905
hsa-miR-526b-3p,NONHSAG020169
hsa-miR-526b-3p,NONHSAG020347
hsa-miR-526b-3p,NONHSAG020737
hsa-miR-526b-3p,NONHSAG021363
hsa-miR-526b-3p,NONHSAG022113
hsa-miR-526b-3p,NONHSAG022392
hsa-miR-526b-3p,NONHSAG022818
hsa-miR-526b-3p,NONHSAG022922
hsa-miR-526b-3p,NONHSAG023012
hsa-miR-526b-3p,NONHSAG023020
hsa-miR-526b-3p,NONHSAG024318
hsa-miR-526b-3p,NONHSAG027579
hsa-miR-526b-3p,NONHSAG027869
hsa-miR-526b-3p,NONHSAG029029
hsa-miR-526b-3p,NONHSAG029275
hsa-miR-526b-3p,NONHSAG029335
hsa-miR-526b-3p,NONHSAG029773
hsa-miR-526b-3p,NONHSAG029991
hsa-miR-526b-3p,NONHSAG030301
hsa-miR-526b-3p,NONHSAG030856
hsa-miR-526b-3p,NONHSAG032317
hsa-miR-526b-3p,NONHSAG033214
hsa-miR-526b-3p,NONHSAG033711
hsa-miR-526b-3p,NONHSAG034177
hsa-miR-526b-3p,NONHSAG035119
hsa-miR-526b-3p,NONHSAG035522
hsa-miR-526b-3p,NONHSAG036401
hsa-miR-526b-3p,NONHSAG036742
hsa-miR-526b-3p,NONHSAG036979
hsa-miR-526b-3p,NONHSAG037599
hsa-miR-526b-3p,NONHSAG037675
hsa-miR-526b-3p,NONHSAG037788
hsa-miR-526b-3p,NONHSAG037835
hsa-miR-526b-3p,NONHSAG037979
hsa-miR-526b-3p,NONHSAG038290
hsa-miR-526b-3p,NONHSAG038549
hsa-miR-526b-3p,NONHSAG038602
hsa-miR-526b-3p,NONHSAG038800
hsa-miR-526b-3p,NONHSAG039358
hsa-miR-526b-3p,NONHSAG040409
hsa-miR-526b-3p,NONHSAG040603
hsa-miR-526b-3p,NONHSAG041005
hsa-miR-526b-3p,NONHSAG041587
hsa-miR-526b-3p,NONHSAG041718
hsa-miR-526b-3p,NONHSAG041985
hsa-miR-526b-3p,NONHSAG042613
hsa-miR-526b-3p,NONHSAG043011
hsa-miR-526b-3p,NONHSAG043149
hsa-miR-526b-3p,NONHSAG043853
hsa-miR-526b-3p,NONHSAG044429
hsa-miR-526b-3p,NONHSAG044579
hsa-miR-526b-3p,NONHSAG044599
hsa-miR-526b-3p,NONHSAG044685
hsa-miR-526b-3p,NONHSAG044774
hsa-miR-526b-3p,NONHSAG045252
hsa-miR-526b-3p,NONHSAG045375
hsa-miR-526b-3p,NONHSAG046846
hsa-miR-526b-3p,NONHSAG046878
hsa-miR-526b-3p,NONHSAG047225
hsa-miR-526b-3p,NONHSAG047500
hsa-miR-526b-3p,NONHSAG048170
hsa-miR-526b-3p,NONHSAG048419
hsa-miR-526b-3p,NONHSAG048491
hsa-miR-526b-3p,NONHSAG048759
hsa-miR-526b-3p,NONHSAG048962
hsa-miR-526b-3p,NONHSAG049637
hsa-miR-526b-3p,NONHSAG049854
hsa-miR-526b-3p,NONHSAG050002
hsa-miR-526b-3p,NONHSAG050293
hsa-miR-526b-3p,NONHSAG050474
hsa-miR-526b-3p,NONHSAG050570
hsa-miR-526b-3p,NONHSAG050574
hsa-miR-526b-3p,NONHSAG050795
hsa-miR-526b-3p,NONHSAG051259
hsa-miR-526b-3p,NONHSAG051406
hsa-miR-526b-3p,NONHSAG052422
hsa-miR-526b-3p,NONHSAG053409
hsa-miR-526b-3p,NONHSAG053781
hsa-miR-526b-3p,NONHSAG053890
hsa-miR-526b-3p,NONHSAG053894
hsa-miR-526b-3p,NONHSAG053896
hsa-miR-526b-3p,NONHSAG054213
hsa-miR-526b-3p,NONHSAG054781
hsa-miR-526b-3p,NONHSAG055576
hsa-miR-526b-3p,NPLOC4
hsa-miR-526b-3p,NR2F2.AS1
hsa-miR-526b-3p,NSMCE4A
hsa-miR-526b-3p,NUBP1
hsa-miR-526b-3p,NUMBL
hsa-miR-526b-3p,NUP35
hsa-miR-526b-3p,NUP62
hsa-miR-526b-3p,NUPL2
hsa-miR-526b-3p,NUTM2A.AS1
hsa-miR-526b-3p,NXN
hsa-miR-526b-3p,OCIAD1
hsa-miR-526b-3p,OGFOD1
hsa-miR-526b-3p,OIP5.AS1
hsa-miR-526b-3p,OLIG1
hsa-miR-526b-3p,ORC6
hsa-miR-526b-3p,OXNAD1
hsa-miR-526b-3p,P2RX4
hsa-miR-526b-3p,PAFAH1B1
hsa-miR-526b-3p,PAN3.AS1
hsa-miR-526b-3p,PARPBP
hsa-miR-526b-3p,PATL2
hsa-miR-526b-3p,PAXBP1.AS1
hsa-miR-526b-3p,PCAT19
hsa-miR-526b-3p,PCNXL4
hsa-miR-526b-3p,PDCD6
hsa-miR-526b-3p,PDIA3
hsa-miR-526b-3p,PHB2
hsa-miR-526b-3p,PHF1
hsa-miR-526b-3p,PI4KA
hsa-miR-526b-3p,PINK1.AS
hsa-miR-526b-3p,PLD2
hsa-miR-526b-3p,PMF1
hsa-miR-526b-3p,PNN
hsa-miR-526b-3p,POC1B
hsa-miR-526b-3p,POLR3F
hsa-miR-526b-3p,PON2
hsa-miR-526b-3p,PPIL2
hsa-miR-526b-3p,PPP1R12B
hsa-miR-526b-3p,PPP1R42
hsa-miR-526b-3p,PPP2R5C
hsa-miR-526b-3p,PRC1
hsa-miR-526b-3p,PRIM2
hsa-miR-526b-3p,PROSER1
hsa-miR-526b-3p,PRR13
hsa-miR-526b-3p,PRRC2B
hsa-miR-526b-3p,PSMD5.AS1
hsa-miR-526b-3p,PTCHD3P1
hsa-miR-526b-3p,PTGR2
hsa-miR-526b-3p,PTMAP1
hsa-miR-526b-3p,RAB18
hsa-miR-526b-3p,RAB8A
hsa-miR-526b-3p,RABGGTB
hsa-miR-526b-3p,RANBP1
hsa-miR-526b-3p,RAP2C
hsa-miR-526b-3p,RASSF8.AS1
hsa-miR-526b-3p,RBCK1
hsa-miR-526b-3p,RBPJ
hsa-miR-526b-3p,RCCD1
hsa-miR-526b-3p,RFXAP
hsa-miR-526b-3p,RHOT1
hsa-miR-526b-3p,RIOK2
hsa-miR-526b-3p,RNF141
hsa-miR-526b-3p,RNF157
hsa-miR-526b-3p,RP11.1018J11.1
hsa-miR-526b-3p,RP11.1029F8.1
hsa-miR-526b-3p,RP11.1033A18.1
hsa-miR-526b-3p,RP11.1055B8.4
hsa-miR-526b-3p,RP11.115D19.1
hsa-miR-526b-3p,RP11.129B22.1
hsa-miR-526b-3p,RP11.145M9.4
hsa-miR-526b-3p,RP11.158H5.7
hsa-miR-526b-3p,RP11.158M2.3
hsa-miR-526b-3p,RP11.15H20.5
hsa-miR-526b-3p,RP11.166D19.1
hsa-miR-526b-3p,RP11.214K3.20
hsa-miR-526b-3p,RP11.227G15.3
hsa-miR-526b-3p,RP11.286E11.1
hsa-miR-526b-3p,RP11.30K9.5
hsa-miR-526b-3p,RP11.316M1.12
hsa-miR-526b-3p,RP11.325F22.3
hsa-miR-526b-3p,RP11.334C17.5
hsa-miR-526b-3p,RP11.334L9.1
hsa-miR-526b-3p,RP11.335O4.3
hsa-miR-526b-3p,RP11.348J24.2
hsa-miR-526b-3p,RP11.361F15.2
hsa-miR-526b-3p,RP11.365P13.3
hsa-miR-526b-3p,RP11.379K17.11
hsa-miR-526b-3p,RP11.37B2.1
hsa-miR-526b-3p,RP11.388M20.7
hsa-miR-526b-3p,RP11.392M18.5
hsa-miR-526b-3p,RP11.399O19.8
hsa-miR-526b-3p,RP11.439E19.10
hsa-miR-526b-3p,RP11.44F14.11
hsa-miR-526b-3p,RP11.467L19.8
hsa-miR-526b-3p,RP11.46A10.5
hsa-miR-526b-3p,RP11.46C20.1
hsa-miR-526b-3p,RP11.506M13.3
hsa-miR-526b-3p,RP11.509J21.3
hsa-miR-526b-3p,RP11.50E11.3
hsa-miR-526b-3p,RP11.553L6.5
hsa-miR-526b-3p,RP11.611O2.5
hsa-miR-526b-3p,RP11.626G11.3
hsa-miR-526b-3p,RP11.631N16.2
hsa-miR-526b-3p,RP11.649A18.4
hsa-miR-526b-3p,RP11.66N24.4
hsa-miR-526b-3p,RP11.67A1.2
hsa-miR-526b-3p,RP11.73M18.8
hsa-miR-526b-3p,RP11.770J1.5
hsa-miR-526b-3p,RP11.819M15.1
hsa-miR-526b-3p,RP11.869B15.1
hsa-miR-526b-3p,RP11.94L15.2
hsa-miR-526b-3p,RP11.973H7.2
hsa-miR-526b-3p,RP1.251M9.2
hsa-miR-526b-3p,RP13.216E22.4
hsa-miR-526b-3p,RP3.325F22.3
hsa-miR-526b-3p,RP3.468B3.2
hsa-miR-526b-3p,RP3.486L4.4
hsa-miR-526b-3p,RP4.533D7.3
hsa-miR-526b-3p,RP4.781K5.2
hsa-miR-526b-3p,RP4.814D15.2
hsa-miR-526b-3p,RP6.24A23.7
hsa-miR-526b-3p,RP6.99M1.2
hsa-miR-526b-3p,RPAP3
hsa-miR-526b-3p,RPH3AL
hsa-miR-526b-3p,RPL10
hsa-miR-526b-3p,RPL14
hsa-miR-526b-3p,RPL17
hsa-miR-526b-3p,RPL18
hsa-miR-526b-3p,RPL19
hsa-miR-526b-3p,RPL21P133
hsa-miR-526b-3p,RPL23
hsa-miR-526b-3p,RPL7P16
hsa-miR-526b-3p,RPL7P23
hsa-miR-526b-3p,RPL7P9
hsa-miR-526b-3p,RPP14
hsa-miR-526b-3p,RPPH1
hsa-miR-526b-3p,RSL1D1
hsa-miR-526b-3p,RSPRY1
hsa-miR-526b-3p,RTFDC1
hsa-miR-526b-3p,RUFY1
hsa-miR-526b-3p,SCARNA2
hsa-miR-526b-3p,SEC62
hsa-miR-526b-3p,SFPQ
hsa-miR-526b-3p,SFXN1
hsa-miR-526b-3p,SGK1
hsa-miR-526b-3p,SLAMF7
hsa-miR-526b-3p,SLC2A3P1
hsa-miR-526b-3p,SLC2A8
hsa-miR-526b-3p,SLC38A10
